21	[0.7544404122468094, 0.7539755218005673, 0.7526874745171002, 0.7527445319341461, 0.753271887757343, 0.7531948606904342, 0.7533552527034425, 0.7539468566354919, 0.7537891158655212, 0.7543084973262231, 0.7535495444131101, 0.7551171263203537, 0.7634957028445991, 0.7656205151346417, 0.7552187885076662, 0.7776828759902241, 0.7854716116585887, 0.781072745721368, 0.7825941425134991, 0.7793663637981842, 0.7788558302930538, 0.7820720751120157, 0.7787158802106715, 0.7796481807485565, 0.7863908636760556, 0.7848010665172741, 0.7778343687532636, 0.7813696975152377, 0.7811948294375566, 0.7821063672469667, 0.7617192311898616, 0.7487302670230988]	[0.7546267421539267, 0.7548906316065785, 0.7559577492475023, 0.7562783375763158, 0.7556584154498452, 0.7557532616106915, 0.7555920116798415, 0.755036752844545, 0.7551188225681187, 0.7547116030225051, 0.7553743864896718, 0.7537638189410388, 0.7441806816742682, 0.7313971558599139, 0.7242858850063435, 0.6967015474128051, 0.7119405973636801, 0.7322735626292896, 0.7316819546320426, 0.7339426541982558, 0.7338561271610442, 0.7319768420187157, 0.729462686308913, 0.7303435104444103, 0.7235531088633143, 0.7300317781647492, 0.7319758009554025, 0.7236441918329882, 0.7254842318310498, 0.7128525332357879, 0.7364068396243425, 0.7586267190923411]	
22	[0.7544404122468094, 0.7539755218005673, 0.7526874745171002, 0.7527445319341461, 0.753271887757343, 0.7531948606904342, 0.7533552527034425, 0.7539468566354919, 0.7537891158655212, 0.7543084973262231, 0.7535495444131101, 0.7551171263203537, 0.7634957028445991, 0.7656205151346417, 0.7552187885076662, 0.7776828759902241, 0.7854716116585887, 0.781072745721368, 0.7825941425134991, 0.7793663637981842, 0.7788558302930538, 0.7820720751120157, 0.7787158802106715, 0.7796481807485565, 0.7863908636760556, 0.7848010665172741, 0.7778343687532636, 0.7813696975152377, 0.7811948294375566, 0.7821063672469667, 0.7617192311898616, 0.7487302670230988]	[0.7546267421539267, 0.7548906316065785, 0.7559577492475023, 0.7562783375763158, 0.7556584154498452, 0.7557532616106915, 0.7555920116798415, 0.755036752844545, 0.7551188225681187, 0.7547116030225051, 0.7553743864896718, 0.7537638189410388, 0.7441806816742682, 0.7313971558599139, 0.7242858850063435, 0.6967015474128051, 0.7119405973636801, 0.7322735626292896, 0.7316819546320426, 0.7339426541982558, 0.7338561271610442, 0.7319768420187157, 0.729462686308913, 0.7303435104444103, 0.7235531088633143, 0.7300317781647492, 0.7319758009554025, 0.7236441918329882, 0.7254842318310498, 0.7128525332357879, 0.7364068396243425, 0.7586267190923411]	
23	[0.7544404122468094, 0.7539755218005673, 0.7526874745171002, 0.7527445319341461, 0.753271887757343, 0.7531948606904342, 0.7533552527034425, 0.7539468566354919, 0.7537891158655212, 0.7543084973262231, 0.7535495444131101, 0.7551171263203537, 0.7634957028445991, 0.7656205151346417, 0.7552187885076662, 0.7776828759902241, 0.7854716116585887, 0.781072745721368, 0.7825941425134991, 0.7793663637981842, 0.7788558302930538, 0.7820720751120157, 0.7787158802106715, 0.7796481807485565, 0.7863908636760556, 0.7848010665172741, 0.7778343687532636, 0.7813696975152377, 0.7811948294375566, 0.7821063672469667, 0.7617192311898616, 0.7487302670230988]	[0.7546267421539267, 0.7548906316065785, 0.7559577492475023, 0.7562783375763158, 0.7556584154498452, 0.7557532616106915, 0.7555920116798415, 0.755036752844545, 0.7551188225681187, 0.7547116030225051, 0.7553743864896718, 0.7537638189410388, 0.7441806816742682, 0.7313971558599139, 0.7242858850063435, 0.6967015474128051, 0.7119405973636801, 0.7322735626292896, 0.7316819546320426, 0.7339426541982558, 0.7338561271610442, 0.7319768420187157, 0.729462686308913, 0.7303435104444103, 0.7235531088633143, 0.7300317781647492, 0.7319758009554025, 0.7236441918329882, 0.7254842318310498, 0.7128525332357879, 0.7364068396243425, 0.7586267190923411]	
24	[0.7544404122468094, 0.7539755218005673, 0.7526874745171002, 0.7527445319341461, 0.753271887757343, 0.7531948606904342, 0.7533552527034425, 0.7539468566354919, 0.7537891158655212, 0.7543084973262231, 0.7535495444131101, 0.7551171263203537, 0.7634957028445991, 0.7656205151346417, 0.7552187885076662, 0.7776828759902241, 0.7854716116585887, 0.781072745721368, 0.7825941425134991, 0.7793663637981842, 0.7788558302930538, 0.7820720751120157, 0.7787158802106715, 0.7796481807485565, 0.7863908636760556, 0.7848010665172741, 0.7778343687532636, 0.7813696975152377, 0.7811948294375566, 0.7821063672469667, 0.7617192311898616, 0.7487302670230988]	[0.7546267421539267, 0.7548906316065785, 0.7559577492475023, 0.7562783375763158, 0.7556584154498452, 0.7557532616106915, 0.7555920116798415, 0.755036752844545, 0.7551188225681187, 0.7547116030225051, 0.7553743864896718, 0.7537638189410388, 0.7441806816742682, 0.7313971558599139, 0.7242858850063435, 0.6967015474128051, 0.7119405973636801, 0.7322735626292896, 0.7316819546320426, 0.7339426541982558, 0.7338561271610442, 0.7319768420187157, 0.729462686308913, 0.7303435104444103, 0.7235531088633143, 0.7300317781647492, 0.7319758009554025, 0.7236441918329882, 0.7254842318310498, 0.7128525332357879, 0.7364068396243425, 0.7586267190923411]	
25	[0.7544404122468094, 0.7539755218005673, 0.7526874745171002, 0.7527445319341461, 0.753271887757343, 0.7531948606904342, 0.7533552527034425, 0.7539468566354919, 0.7537891158655212, 0.7543084973262231, 0.7535495444131101, 0.7551171263203537, 0.7634957028445991, 0.7656205151346417, 0.7552187885076662, 0.7776828759902241, 0.7854716116585887, 0.781072745721368, 0.7825941425134991, 0.7793663637981842, 0.7788558302930538, 0.7820720751120157, 0.7787158802106715, 0.7796481807485565, 0.7863908636760556, 0.7848010665172741, 0.7778343687532636, 0.7813696975152377, 0.7811948294375566, 0.7821063672469667, 0.7617192311898616, 0.7487302670230988]	[0.7546267421539267, 0.7548906316065785, 0.7559577492475023, 0.7562783375763158, 0.7556584154498452, 0.7557532616106915, 0.7555920116798415, 0.755036752844545, 0.7551188225681187, 0.7547116030225051, 0.7553743864896718, 0.7537638189410388, 0.7441806816742682, 0.7313971558599139, 0.7242858850063435, 0.6967015474128051, 0.7119405973636801, 0.7322735626292896, 0.7316819546320426, 0.7339426541982558, 0.7338561271610442, 0.7319768420187157, 0.729462686308913, 0.7303435104444103, 0.7235531088633143, 0.7300317781647492, 0.7319758009554025, 0.7236441918329882, 0.7254842318310498, 0.7128525332357879, 0.7364068396243425, 0.7586267190923411]	
26	[0.7544404122468094, 0.7539755218005673, 0.7526874745171002, 0.7527445319341461, 0.753271887757343, 0.7531948606904342, 0.7533552527034425, 0.7539468566354919, 0.7537891158655212, 0.7543084973262231, 0.7535495444131101, 0.7551171263203537, 0.7634957028445991, 0.7656205151346417, 0.7552187885076662, 0.7776828759902241, 0.7854716116585887, 0.781072745721368, 0.7825941425134991, 0.7793663637981842, 0.7788558302930538, 0.7820720751120157, 0.7787158802106715, 0.7796481807485565, 0.7863908636760556, 0.7848010665172741, 0.7778343687532636, 0.7813696975152377, 0.7811948294375566, 0.7821063672469667, 0.7617192311898616, 0.7487302670230988]	[0.7546267421539267, 0.7548906316065785, 0.7559577492475023, 0.7562783375763158, 0.7556584154498452, 0.7557532616106915, 0.7555920116798415, 0.755036752844545, 0.7551188225681187, 0.7547116030225051, 0.7553743864896718, 0.7537638189410388, 0.7441806816742682, 0.7313971558599139, 0.7242858850063435, 0.6967015474128051, 0.7119405973636801, 0.7322735626292896, 0.7316819546320426, 0.7339426541982558, 0.7338561271610442, 0.7319768420187157, 0.729462686308913, 0.7303435104444103, 0.7235531088633143, 0.7300317781647492, 0.7319758009554025, 0.7236441918329882, 0.7254842318310498, 0.7128525332357879, 0.7364068396243425, 0.7586267190923411]	
27	[0.7544404122468094, 0.7539755218005673, 0.7526874745171002, 0.7527445319341461, 0.753271887757343, 0.7531948606904342, 0.7533552527034425, 0.7539468566354919, 0.7537891158655212, 0.7543084973262231, 0.7535495444131101, 0.7551171263203537, 0.7634957028445991, 0.7656205151346417, 0.7552187885076662, 0.7776828759902241, 0.7854716116585887, 0.781072745721368, 0.7825941425134991, 0.7793663637981842, 0.7788558302930538, 0.7820720751120157, 0.7787158802106715, 0.7796481807485565, 0.7863908636760556, 0.7848010665172741, 0.7778343687532636, 0.7813696975152377, 0.7811948294375566, 0.7821063672469667, 0.7617192311898616, 0.7487302670230988]	[0.7546267421539267, 0.7548906316065785, 0.7559577492475023, 0.7562783375763158, 0.7556584154498452, 0.7557532616106915, 0.7555920116798415, 0.755036752844545, 0.7551188225681187, 0.7547116030225051, 0.7553743864896718, 0.7537638189410388, 0.7441806816742682, 0.7313971558599139, 0.7242858850063435, 0.6967015474128051, 0.7119405973636801, 0.7322735626292896, 0.7316819546320426, 0.7339426541982558, 0.7338561271610442, 0.7319768420187157, 0.729462686308913, 0.7303435104444103, 0.7235531088633143, 0.7300317781647492, 0.7319758009554025, 0.7236441918329882, 0.7254842318310498, 0.7128525332357879, 0.7364068396243425, 0.7586267190923411]	
28	[0.7544404122468094, 0.7539755218005673, 0.7526874745171002, 0.7527445319341461, 0.753271887757343, 0.7531948606904342, 0.7533552527034425, 0.7539468566354919, 0.7537891158655212, 0.7543084973262231, 0.7535495444131101, 0.7551171263203537, 0.7634957028445991, 0.7656205151346417, 0.7552187885076662, 0.7776828759902241, 0.7854716116585887, 0.781072745721368, 0.7825941425134991, 0.7793663637981842, 0.7788558302930538, 0.7820720751120157, 0.7787158802106715, 0.7796481807485565, 0.7863908636760556, 0.7848010665172741, 0.7778343687532636, 0.7813696975152377, 0.7811948294375566, 0.7821063672469667, 0.7617192311898616, 0.7487302670230988]	[0.7546267421539267, 0.7548906316065785, 0.7559577492475023, 0.7562783375763158, 0.7556584154498452, 0.7557532616106915, 0.7555920116798415, 0.755036752844545, 0.7551188225681187, 0.7547116030225051, 0.7553743864896718, 0.7537638189410388, 0.7441806816742682, 0.7313971558599139, 0.7242858850063435, 0.6967015474128051, 0.7119405973636801, 0.7322735626292896, 0.7316819546320426, 0.7339426541982558, 0.7338561271610442, 0.7319768420187157, 0.729462686308913, 0.7303435104444103, 0.7235531088633143, 0.7300317781647492, 0.7319758009554025, 0.7236441918329882, 0.7254842318310498, 0.7128525332357879, 0.7364068396243425, 0.7586267190923411]	
29	[0.7544404122468094, 0.7539755218005673, 0.7526874745171002, 0.7527445319341461, 0.753271887757343, 0.7531948606904342, 0.7533552527034425, 0.7539468566354919, 0.7537891158655212, 0.7543084973262231, 0.7535495444131101, 0.7551171263203537, 0.7634957028445991, 0.7656205151346417, 0.7552187885076662, 0.7776828759902241, 0.7854716116585887, 0.781072745721368, 0.7825941425134991, 0.7793663637981842, 0.7788558302930538, 0.7820720751120157, 0.7787158802106715, 0.7796481807485565, 0.7863908636760556, 0.7848010665172741, 0.7778343687532636, 0.7813696975152377, 0.7811948294375566, 0.7821063672469667, 0.7617192311898616, 0.7487302670230988]	[0.7546267421539267, 0.7548906316065785, 0.7559577492475023, 0.7562783375763158, 0.7556584154498452, 0.7557532616106915, 0.7555920116798415, 0.755036752844545, 0.7551188225681187, 0.7547116030225051, 0.7553743864896718, 0.7537638189410388, 0.7441806816742682, 0.7313971558599139, 0.7242858850063435, 0.6967015474128051, 0.7119405973636801, 0.7322735626292896, 0.7316819546320426, 0.7339426541982558, 0.7338561271610442, 0.7319768420187157, 0.729462686308913, 0.7303435104444103, 0.7235531088633143, 0.7300317781647492, 0.7319758009554025, 0.7236441918329882, 0.7254842318310498, 0.7128525332357879, 0.7364068396243425, 0.7586267190923411]	
30	[0.7544404122468094, 0.7539755218005673, 0.7526874745171002, 0.7527445319341461, 0.753271887757343, 0.7531948606904342, 0.7533552527034425, 0.7539468566354919, 0.7537891158655212, 0.7543084973262231, 0.7535495444131101, 0.7551171263203537, 0.7634957028445991, 0.7656205151346417, 0.7552187885076662, 0.7776828759902241, 0.7854716116585887, 0.781072745721368, 0.7825941425134991, 0.7793663637981842, 0.7788558302930538, 0.7820720751120157, 0.7787158802106715, 0.7796481807485565, 0.7863908636760556, 0.7848010665172741, 0.7778343687532636, 0.7813696975152377, 0.7811948294375566, 0.7821063672469667, 0.7617192311898616, 0.7487302670230988]	[0.7546267421539267, 0.7548906316065785, 0.7559577492475023, 0.7562783375763158, 0.7556584154498452, 0.7557532616106915, 0.7555920116798415, 0.755036752844545, 0.7551188225681187, 0.7547116030225051, 0.7553743864896718, 0.7537638189410388, 0.7441806816742682, 0.7313971558599139, 0.7242858850063435, 0.6967015474128051, 0.7119405973636801, 0.7322735626292896, 0.7316819546320426, 0.7339426541982558, 0.7338561271610442, 0.7319768420187157, 0.729462686308913, 0.7303435104444103, 0.7235531088633143, 0.7300317781647492, 0.7319758009554025, 0.7236441918329882, 0.7254842318310498, 0.7128525332357879, 0.7364068396243425, 0.7586267190923411]	
31	[0.7544404122468094, 0.7539755218005673, 0.7526874745171002, 0.7527445319341461, 0.753271887757343, 0.7531948606904342, 0.7533552527034425, 0.7539468566354919, 0.7537891158655212, 0.7543084973262231, 0.7535495444131101, 0.7551171263203537, 0.7634957028445991, 0.7656205151346417, 0.7552187885076662, 0.7776828759902241, 0.7854716116585887, 0.781072745721368, 0.7825941425134991, 0.7793663637981842, 0.7788558302930538, 0.7820720751120157, 0.7787158802106715, 0.7796481807485565, 0.7863908636760556, 0.7848010665172741, 0.7778343687532636, 0.7813696975152377, 0.7811948294375566, 0.7821063672469667, 0.7617192311898616, 0.7487302670230988]	[0.7546267421539267, 0.7548906316065785, 0.7559577492475023, 0.7562783375763158, 0.7556584154498452, 0.7557532616106915, 0.7555920116798415, 0.755036752844545, 0.7551188225681187, 0.7547116030225051, 0.7553743864896718, 0.7537638189410388, 0.7441806816742682, 0.7313971558599139, 0.7242858850063435, 0.6967015474128051, 0.7119405973636801, 0.7322735626292896, 0.7316819546320426, 0.7339426541982558, 0.7338561271610442, 0.7319768420187157, 0.729462686308913, 0.7303435104444103, 0.7235531088633143, 0.7300317781647492, 0.7319758009554025, 0.7236441918329882, 0.7254842318310498, 0.7128525332357879, 0.7364068396243425, 0.7586267190923411]	
